component_id,lot_id,part_number,parameter,time_h,value,unit,test_condition_id,temperature_c,voltage_v,test_mode,tester_id,chamber_id,socket_id,is_anomaly,defect_type,qa_approved
LOT_001_C0002,LOT_001,PN_LOGIC_A,output_high_voltage,0.0,3.25171149,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S02,False,normal,True
LOT_001_C0002,LOT_001,PN_LOGIC_A,threshold_voltage,0.0,0.67170105,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S02,False,normal,True
LOT_001_C0002,LOT_001,PN_LOGIC_A,leakage_current,24.0,9.15228337,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S02,False,normal,True
LOT_001_C0002,LOT_001,PN_LOGIC_A,iddq,24.0,20.94842391,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S02,False,normal,True
LOT_001_C0002,LOT_001,PN_LOGIC_A,propagation_delay,24.0,4.75749095,ns,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S02,False,normal,True
LOT_001_C0002,LOT_001,PN_LOGIC_A,output_high_voltage,24.0,3.26381442,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S02,False,normal,True
LOT_001_C0002,LOT_001,PN_LOGIC_A,threshold_voltage,24.0,0.68195337,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S02,False,normal,True
LOT_001_C0002,LOT_001,PN_LOGIC_A,leakage_current,96.0,9.55380117,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S02,False,normal,True
LOT_001_C0002,LOT_001,PN_LOGIC_A,iddq,96.0,20.54075214,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S02,False,normal,True
LOT_001_C0002,LOT_001,PN_LOGIC_A,propagation_delay,96.0,4.91844723,ns,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S02,False,normal,True
LOT_001_C0002,LOT_001,PN_LOGIC_A,output_high_voltage,96.0,3.24194321,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S02,False,normal,True
LOT_001_C0002,LOT_001,PN_LOGIC_A,threshold_voltage,96.0,0.68860439,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S02,False,normal,True
LOT_001_C0002,LOT_001,PN_LOGIC_A,leakage_current,168.0,9.89464076,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S02,False,normal,True
LOT_001_C0002,LOT_001,PN_LOGIC_A,iddq,168.0,21.0737723,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S02,False,normal,True
LOT_001_C0002,LOT_001,PN_LOGIC_A,propagation_delay,168.0,4.96608746,ns,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S02,False,normal,True
LOT_001_C0002,LOT_001,PN_LOGIC_A,output_high_voltage,168.0,3.23300066,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S02,False,normal,True
LOT_001_C0002,LOT_001,PN_LOGIC_A,threshold_voltage,168.0,0.69297056,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S02,False,normal,True
LOT_001_C0003,LOT_001,PN_LOGIC_A,leakage_current,0.0,10.2659607,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S03,False,normal,True
LOT_001_C0003,LOT_001,PN_LOGIC_A,iddq,0.0,22.29728352,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S03,False,normal,True
LOT_001_C0003,LOT_001,PN_LOGIC_A,propagation_delay,0.0,4.9809421,ns,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S03,False,normal,True
LOT_001_C0003,LOT_001,PN_LOGIC_A,output_high_voltage,0.0,3.2525255,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S03,False,normal,True
LOT_001_C0003,LOT_001,PN_LOGIC_A,threshold_voltage,0.0,0.67756127,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S03,False,normal,True
LOT_001_C0003,LOT_001,PN_LOGIC_A,leakage_current,24.0,10.09310362,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S03,False,normal,True
LOT_001_C0003,LOT_001,PN_LOGIC_A,iddq,24.0,21.70882294,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S03,False,normal,True
LOT_001_C0003,LOT_001,PN_LOGIC_A,propagation_delay,24.0,5.01563493,ns,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S03,False,normal,True
LOT_001_C0003,LOT_001,PN_LOGIC_A,output_high_voltage,24.0,3.25064015,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S03,False,normal,True
LOT_001_C0003,LOT_001,PN_LOGIC_A,threshold_voltage,24.0,0.67349281,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S03,False,normal,True
LOT_001_C0003,LOT_001,PN_LOGIC_A,leakage_current,96.0,10.36795788,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S03,False,normal,True
LOT_001_C0003,LOT_001,PN_LOGIC_A,iddq,96.0,22.89734588,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S03,False,normal,True
LOT_001_C0003,LOT_001,PN_LOGIC_A,propagation_delay,96.0,5.14638803,ns,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S03,False,normal,True
LOT_001_C0003,LOT_001,PN_LOGIC_A,output_high_voltage,96.0,3.25119886,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S03,False,normal,True
LOT_001_C0003,LOT_001,PN_LOGIC_A,threshold_voltage,96.0,0.67675594,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S03,False,normal,True
LOT_001_C0003,LOT_001,PN_LOGIC_A,leakage_current,168.0,10.44524403,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S03,False,normal,True
LOT_001_C0003,LOT_001,PN_LOGIC_A,iddq,168.0,22.7880547,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S03,False,normal,True
LOT_001_C0003,LOT_001,PN_LOGIC_A,propagation_delay,168.0,5.32579316,ns,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S03,False,normal,True
LOT_001_C0003,LOT_001,PN_LOGIC_A,output_high_voltage,168.0,3.22460394,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S03,False,normal,True
LOT_001_C0003,LOT_001,PN_LOGIC_A,threshold_voltage,168.0,0.68002679,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S03,False,normal,True
LOT_001_C0004,LOT_001,PN_LOGIC_A,leakage_current,0.0,9.47138503,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S04,False,normal,True
LOT_001_C0004,LOT_001,PN_LOGIC_A,iddq,0.0,21.26542794,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S04,False,normal,True
LOT_001_C0004,LOT_001,PN_LOGIC_A,propagation_delay,0.0,4.81280149,ns,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S04,False,normal,True
LOT_001_C0004,LOT_001,PN_LOGIC_A,output_high_voltage,0.0,3.22209541,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S04,False,normal,True
LOT_001_C0004,LOT_001,PN_LOGIC_A,threshold_voltage,0.0,0.6417972,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S04,False,normal,True
LOT_001_C0004,LOT_001,PN_LOGIC_A,leakage_current,24.0,9.83042869,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S04,False,normal,True
LOT_001_C0004,LOT_001,PN_LOGIC_A,iddq,24.0,21.71705117,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S04,False,normal,True
LOT_001_C0004,LOT_001,PN_LOGIC_A,propagation_delay,24.0,4.93430992,ns,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S04,False,normal,True
LOT_001_C0004,LOT_001,PN_LOGIC_A,output_high_voltage,24.0,3.20677894,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S04,False,normal,True
LOT_001_C0004,LOT_001,PN_LOGIC_A,threshold_voltage,24.0,0.6370438,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S04,False,normal,True
LOT_001_C0004,LOT_001,PN_LOGIC_A,leakage_current,96.0,10.06013822,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S04,False,normal,True
LOT_001_C0004,LOT_001,PN_LOGIC_A,iddq,96.0,21.54806547,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S04,False,normal,True
LOT_001_C0004,LOT_001,PN_LOGIC_A,propagation_delay,96.0,4.99240209,ns,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S04,False,normal,True
LOT_001_C0004,LOT_001,PN_LOGIC_A,output_high_voltage,96.0,3.19659888,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S04,False,normal,True
LOT_001_C0004,LOT_001,PN_LOGIC_A,threshold_voltage,96.0,0.63909621,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S04,False,normal,True
LOT_001_C0004,LOT_001,PN_LOGIC_A,leakage_current,168.0,10.23717521,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S04,False,normal,True
LOT_001_C0004,LOT_001,PN_LOGIC_A,iddq,168.0,22.07625827,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S04,False,normal,True
LOT_001_C0004,LOT_001,PN_LOGIC_A,propagation_delay,168.0,5.03469587,ns,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S04,False,normal,True
LOT_001_C0004,LOT_001,PN_LOGIC_A,output_high_voltage,168.0,3.17916867,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S04,False,normal,True
LOT_001_C0004,LOT_001,PN_LOGIC_A,threshold_voltage,168.0,0.64744156,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S04,False,normal,True
LOT_001_C0005,LOT_001,PN_LOGIC_A,leakage_current,0.0,11.30307449,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S05,False,normal,True
LOT_001_C0005,LOT_001,PN_LOGIC_A,iddq,0.0,25.12645144,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S05,False,normal,True
LOT_001_C0005,LOT_001,PN_LOGIC_A,propagation_delay,0.0,5.65117105,ns,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S05,False,normal,True
LOT_001_C0005,LOT_001,PN_LOGIC_A,output_high_voltage,0.0,3.22177761,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S05,False,normal,True
LOT_001_C0005,LOT_001,PN_LOGIC_A,threshold_voltage,0.0,0.6342111,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S05,False,normal,True
LOT_001_C0005,LOT_001,PN_LOGIC_A,leakage_current,24.0,11.38754845,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S05,False,normal,True
LOT_001_C0005,LOT_001,PN_LOGIC_A,iddq,24.0,25.10602683,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S05,False,normal,True
LOT_001_C0005,LOT_001,PN_LOGIC_A,propagation_delay,24.0,5.83846482,ns,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S05,False,normal,True
LOT_001_C0005,LOT_001,PN_LOGIC_A,output_high_voltage,24.0,3.21587256,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S05,False,normal,True
LOT_001_C0005,LOT_001,PN_LOGIC_A,threshold_voltage,24.0,0.64332273,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S05,False,normal,True
LOT_001_C0005,LOT_001,PN_LOGIC_A,leakage_current,96.0,11.7713201,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S05,False,normal,True
LOT_001_C0005,LOT_001,PN_LOGIC_A,iddq,96.0,25.65682314,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S05,False,normal,True
LOT_001_C0005,LOT_001,PN_LOGIC_A,propagation_delay,96.0,5.8382874,ns,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S05,False,normal,True
LOT_001_C0005,LOT_001,PN_LOGIC_A,output_high_voltage,96.0,3.20062049,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S05,False,normal,True
LOT_001_C0005,LOT_001,PN_LOGIC_A,threshold_voltage,96.0,0.65395278,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S05,False,normal,True
LOT_001_C0005,LOT_001,PN_LOGIC_A,leakage_current,168.0,11.94728346,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S05,False,normal,True
LOT_001_C0005,LOT_001,PN_LOGIC_A,iddq,168.0,25.79420134,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S05,False,normal,True
LOT_001_C0005,LOT_001,PN_LOGIC_A,propagation_delay,168.0,5.9426837,ns,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S05,False,normal,True
LOT_001_C0005,LOT_001,PN_LOGIC_A,output_high_voltage,168.0,3.19476432,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S05,False,normal,True
LOT_001_C0005,LOT_001,PN_LOGIC_A,threshold_voltage,168.0,0.63951574,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S05,False,normal,True
LOT_001_C0006,LOT_001,PN_LOGIC_A,leakage_current,0.0,10.03276315,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S06,False,normal,True
LOT_001_C0006,LOT_001,PN_LOGIC_A,iddq,0.0,22.41091676,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S06,False,normal,True
LOT_001_C0006,LOT_001,PN_LOGIC_A,propagation_delay,0.0,5.07878751,ns,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S06,False,normal,True
LOT_001_C0006,LOT_001,PN_LOGIC_A,output_high_voltage,0.0,3.2055098,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S06,False,normal,True
LOT_001_C0006,LOT_001,PN_LOGIC_A,threshold_voltage,0.0,0.65331597,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S06,False,normal,True
LOT_001_C0006,LOT_001,PN_LOGIC_A,leakage_current,24.0,10.03723275,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S06,False,normal,True
LOT_001_C0006,LOT_001,PN_LOGIC_A,iddq,24.0,22.37844354,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S06,False,normal,True
LOT_001_C0006,LOT_001,PN_LOGIC_A,propagation_delay,24.0,5.14442687,ns,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S06,False,normal,True
LOT_001_C0006,LOT_001,PN_LOGIC_A,output_high_voltage,24.0,3.21563553,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S06,False,normal,True
LOT_001_C0006,LOT_001,PN_LOGIC_A,threshold_voltage,24.0,0.65279928,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S06,False,normal,True
LOT_001_C0006,LOT_001,PN_LOGIC_A,leakage_current,96.0,10.51314795,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S06,False,normal,True
LOT_001_C0006,LOT_001,PN_LOGIC_A,iddq,96.0,22.91973356,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S06,False,normal,True
LOT_001_C0006,LOT_001,PN_LOGIC_A,propagation_delay,96.0,5.18577042,ns,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S06,False,normal,True
LOT_001_C0006,LOT_001,PN_LOGIC_A,output_high_voltage,96.0,3.20863948,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S06,False,normal,True
LOT_001_C0006,LOT_001,PN_LOGIC_A,threshold_voltage,96.0,0.65248455,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S06,False,normal,True
LOT_001_C0006,LOT_001,PN_LOGIC_A,leakage_current,168.0,10.29034597,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S06,False,normal,True
LOT_001_C0006,LOT_001,PN_LOGIC_A,iddq,168.0,22.88201419,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S06,False,normal,True
LOT_001_C0006,LOT_001,PN_LOGIC_A,propagation_delay,168.0,5.27791287,ns,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S06,False,normal,True
LOT_001_C0006,LOT_001,PN_LOGIC_A,output_high_voltage,168.0,3.17611666,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S06,False,normal,True
LOT_001_C0006,LOT_001,PN_LOGIC_A,threshold_voltage,168.0,0.65887111,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T3,CH1,S06,False,normal,True
LOT_001_C0007,LOT_001,PN_LOGIC_A,leakage_current,0.0,9.447476,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S07,False,normal,True
LOT_001_C0007,LOT_001,PN_LOGIC_A,iddq,0.0,20.59130845,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S07,False,normal,True
LOT_001_C0007,LOT_001,PN_LOGIC_A,propagation_delay,0.0,4.8041931,ns,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S07,False,normal,True
LOT_001_C0007,LOT_001,PN_LOGIC_A,output_high_voltage,0.0,3.23789631,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S07,False,normal,True
LOT_001_C0007,LOT_001,PN_LOGIC_A,threshold_voltage,0.0,0.65454694,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S07,False,normal,True
LOT_001_C0007,LOT_001,PN_LOGIC_A,leakage_current,24.0,9.48627564,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S07,False,normal,True
LOT_001_C0007,LOT_001,PN_LOGIC_A,iddq,24.0,21.19588685,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S07,False,normal,True
LOT_001_C0007,LOT_001,PN_LOGIC_A,propagation_delay,24.0,4.78618706,ns,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S07,False,normal,True
LOT_001_C0007,LOT_001,PN_LOGIC_A,output_high_voltage,24.0,3.22238191,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S07,False,normal,True
LOT_001_C0007,LOT_001,PN_LOGIC_A,threshold_voltage,24.0,0.64569925,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S07,False,normal,True
LOT_001_C0007,LOT_001,PN_LOGIC_A,leakage_current,96.0,9.94014945,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S07,False,normal,True
LOT_001_C0007,LOT_001,PN_LOGIC_A,iddq,96.0,20.98763115,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S07,False,normal,True
LOT_001_C0007,LOT_001,PN_LOGIC_A,propagation_delay,96.0,4.88298961,ns,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S07,False,normal,True
LOT_001_C0007,LOT_001,PN_LOGIC_A,output_high_voltage,96.0,3.20961078,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S07,False,normal,True
LOT_001_C0007,LOT_001,PN_LOGIC_A,threshold_voltage,96.0,0.66605008,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S07,False,normal,True
LOT_001_C0007,LOT_001,PN_LOGIC_A,leakage_current,168.0,10.00420745,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S07,False,normal,True
LOT_001_C0007,LOT_001,PN_LOGIC_A,iddq,168.0,21.30679289,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S07,False,normal,True
LOT_001_C0007,LOT_001,PN_LOGIC_A,propagation_delay,168.0,4.96115853,ns,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S07,False,normal,True
LOT_001_C0007,LOT_001,PN_LOGIC_A,output_high_voltage,168.0,3.21033379,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S07,False,normal,True
LOT_001_C0007,LOT_001,PN_LOGIC_A,threshold_voltage,168.0,0.67220562,V,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T1,CH1,S07,False,normal,True
LOT_001_C0008,LOT_001,PN_LOGIC_A,leakage_current,0.0,9.85291518,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S08,False,normal,True
LOT_001_C0008,LOT_001,PN_LOGIC_A,iddq,0.0,21.09182718,uA,PN_LOGIC_A_125C_NOMINAL,125.0,3.3,static_bias,T2,CH1,S08,False,normal,True
